date,longitude,latitude,rainfall_6h,rainfall_12h,rainfall_24h,ARI,slope_stability_factor,Terrain_Vulnerability_Index,landslide
2020-07-20,75.903208,30.253858,1.420398,3.395772,3.526530,49.444379,0.999726,0.450000,0
2022-07-25,91.759982,29.479710,0.096600,2.223800,2.479600,2.702078,0.994561,0.650000,0
2021-08-16,79.340319,30.546665,0.000000,0.000000,0.000000,3.791128,0.918618,0.100000,0
2016-08-01,78.332451,30.221786,0.002702,0.039365,7.155169,32.724580,0.975591,0.100000,0
2016-07-04,92.837356,26.884565,0.479794,15.931278,17.530274,45.446466,0.998179,0.100000,0
2020-08-31,92.469310,27.796720,0.000000,0.241733,16.836151,22.436619,0.949322,0.100000,0
2020-07-20,78.859853,31.256154,0.000000,0.000000,0.000000,5.989162,0.974229,0.100000,0
2020-06-01,76.576937,32.951605,0.000000,0.001873,0.427435,0.466140,0.939762,0.650000,0
2019-06-10,91.868537,28.908601,0.000000,0.000000,0.000000,0.000000,0.970788,0.650000,0
2017-09-25,78.518247,32.965505,0.000000,0.000000,0.000000,0.062439,0.946336,0.900000,0
2016-09-02,77.100811,31.944238,0.000000,0.081622,20.887901,41.646594,0.977055,0.100000,1
2015-08-24,91.939049,27.884803,0.000000,0.000000,0.000000,0.564189,0.995901,0.650000,0
2016-09-12,79.103517,31.093207,0.000000,0.000000,0.000000,0.000000,0.948524,0.900000,0
2019-09-30,94.397018,28.829932,0.000000,0.081680,0.081680,3.354469,0.928409,0.100000,0
2017-07-10,91.832163,26.134392,0.000000,0.000000,0.000000,15.218634,0.999469,0.450000,1
2016-09-05,79.034372,30.395440,0.000000,0.000000,0.000000,0.000000,0.966031,0.100000,0
2022-08-01,78.308446,29.159990,0.000000,0.016453,10.284331,40.018641,0.999675,0.450000,0
2021-08-09,91.808456,26.573141,0.000000,0.000000,0.000000,33.892898,0.999429,0.450000,0
2022-07-04,78.114281,29.184247,0.000000,0.000000,0.000000,11.008134,0.999833,0.450000,0
2021-07-12,92.709029,27.608654,0.000000,0.000000,7.090083,13.161405,0.988955,0.100000,0
2017-07-24,97.293816,27.548938,3.796075,4.511081,9.161349,99.827134,0.964135,0.100000,0
2018-06-25,78.532881,33.388081,0.000000,0.000000,0.000000,0.000000,0.973974,0.900000,0
2020-09-07,76.065929,33.210301,3.397456,3.755340,6.500737,5.979981,0.964406,0.650000,0
2017-07-03,77.488159,30.607663,0.000000,0.000000,0.705739,13.562473,0.968716,0.100000,0
2015-07-30,83.825225,28.288121,42.991065,44.006594,45.377852,63.799688,0.985751,0.100000,1
2019-07-29,96.363800,28.298589,0.938306,0.975557,1.312931,12.707183,0.984655,0.100000,0
2019-09-09,88.723698,26.758406,13.053721,14.313165,14.567823,17.748568,0.998590,0.450000,0
2016-04-22,91.769253,27.540872,0.339125,7.390730,9.258068,11.313936,0.972385,0.100000,1
2022-08-01,91.442425,26.584604,35.881903,40.520830,89.565909,90.655252,0.999339,0.450000,0
2017-07-17,79.852679,29.959919,3.131819,3.390676,10.854487,40.644145,0.956690,0.100000,0
2019-07-29,94.696600,27.529274,15.199346,15.484265,16.283272,47.681726,0.999314,0.450000,0
2015-09-07,95.203748,29.338578,0.000000,0.293591,0.293591,3.034101,0.931614,0.100000,0
2016-07-25,76.285652,34.995333,0.000000,0.000000,0.000000,0.000000,0.948011,0.900000,0
2016-08-15,77.940328,31.618284,0.000000,0.207765,8.577566,9.816982,0.954708,0.650000,0
2018-06-11,95.958455,26.794769,4.618952,6.636391,16.194206,88.051831,0.960299,0.100000,0
2018-06-11,79.886083,31.062365,0.000000,0.000000,0.000000,1.412124,0.960019,0.900000,0
2022-08-01,77.561171,31.580813,0.361069,0.778274,13.157317,13.896469,0.933019,0.100000,0
2018-07-30,76.845904,34.818158,0.000000,0.000000,0.000000,0.553954,0.928229,0.900000,0
2021-08-16,75.677936,31.390024,0.000000,0.000000,11.276728,9.025764,0.999703,0.450000,0
2022-07-11,78.674866,34.434408,0.000000,0.000000,0.051412,0.168348,0.991506,0.900000,0
2017-08-21,78.960434,29.855022,0.025364,0.025364,0.025364,1.145244,0.981645,0.100000,0
2019-07-15,97.096819,28.670543,0.000000,0.429088,6.781103,14.878203,0.943615,0.100000,0
2021-08-02,96.358609,29.515371,0.000580,0.454881,2.031791,2.022502,0.972325,0.100000,0
2017-07-10,78.544440,33.083124,0.000000,0.000000,0.000000,0.004197,0.950491,0.900000,0
2016-06-06,95.599246,28.750382,21.719032,26.212418,27.430918,35.475821,0.970008,0.100000,0
2021-07-19,95.522052,26.890933,0.350935,0.397825,0.566488,8.083286,0.962183,0.100000,0
2017-07-10,79.088882,29.936400,2.663147,14.981859,15.208077,30.463654,0.985844,0.100000,0
2017-07-31,78.955851,35.888972,0.000000,0.000000,0.000000,4.369109,0.965941,0.900000,0
2016-09-26,77.136415,31.593825,0.000000,0.000000,0.000000,3.071648,0.955271,0.100000,0
2022-06-20,88.445334,28.441913,0.000000,0.000000,0.000000,0.000000,0.984068,0.900000,0
2019-08-26,79.953595,34.926212,0.000000,0.000000,0.000000,0.000000,0.992915,0.900000,0
2020-08-10,77.969045,31.002649,0.009363,0.009363,0.654555,4.831813,0.948876,0.100000,0
2016-06-06,96.357482,29.160671,0.000000,0.000000,0.000000,16.574865,0.957276,0.650000,0
2017-08-07,79.025168,30.393951,0.629145,11.059659,13.731692,59.617896,0.966031,0.100000,0
2015-09-07,78.489342,31.159367,0.000000,0.078311,0.483945,0.751547,0.951437,0.650000,0
2015-07-20,95.407116,28.759280,2.425513,3.735039,6.209309,74.262936,0.949183,0.100000,0
2017-07-24,95.791590,28.334450,3.378130,4.152773,4.152773,17.250455,0.947213,0.100000,0
2016-06-13,78.518934,33.195328,0.000000,0.000000,0.000000,0.248625,0.966249,0.900000,0
2015-09-14,95.853305,29.267990,2.768047,3.207496,3.783773,10.509733,0.947336,0.650000,0
2016-07-25,75.689636,32.187295,0.789089,0.789089,0.789089,45.823164,0.993865,0.100000,0
2018-07-02,96.275158,26.661279,0.000000,0.000000,48.393618,71.438619,0.972982,0.100000,0
2016-08-01,76.782273,35.050524,0.000000,0.000000,0.000000,0.046881,0.972011,0.900000,0
2021-09-06,77.924100,30.679264,0.000000,0.000000,0.000000,4.044150,0.982273,0.650000,0
2017-08-14,78.305016,34.613184,0.011691,0.011691,0.011691,0.009353,0.971009,0.900000,0
2017-06-21,75.131654,32.961278,2.599385,2.657223,4.470228,18.977364,0.947211,0.100000,1
2016-06-20,79.567933,29.742224,1.080835,5.844151,5.923624,8.146797,0.977386,0.100000,0
2021-07-26,76.742297,32.654223,0.000000,0.000000,1.016695,2.020331,0.983660,0.650000,0
2022-07-25,78.888783,31.723136,0.000000,0.000000,2.180980,4.332212,0.965568,0.650000,0
2019-09-09,79.317562,34.837596,0.000000,0.000000,0.000000,0.017784,0.998451,0.900000,0
2018-06-04,75.665150,32.421474,0.000000,0.000000,0.000000,8.751232,0.988686,0.100000,0
2016-07-25,94.210066,28.852855,0.382200,3.639000,10.852200,16.375343,0.941688,0.100000,0
2017-07-17,95.325541,27.750268,43.927611,52.632541,52.835479,57.738619,0.999724,0.200000,0
2020-09-28,92.433029,27.192756,0.000000,0.000000,4.205304,6.823424,0.987052,0.100000,0
2016-07-17,78.164383,31.501451,0.088091,0.335541,0.374914,6.080487,0.984531,0.650000,1
2020-06-15,97.021651,28.714935,0.000000,0.000000,0.000000,0.110664,0.943615,0.100000,0
2018-06-11,94.432847,29.174947,0.000000,0.000000,0.000000,0.000000,0.950716,0.550000,0
2021-09-13,76.334839,31.707313,2.038601,2.092030,10.314861,35.310781,0.997356,0.100000,0
2015-07-11,78.891382,30.209168,0.000000,0.000000,0.000000,0.000000,0.950725,0.100000,1
2016-06-10,82.062381,29.482493,0.000000,0.000000,0.213650,4.047432,0.987299,0.100000,1
2019-08-19,88.928361,27.973266,0.000000,0.000000,0.000000,0.790555,0.960615,0.900000,0
2017-08-28,94.546766,26.986144,0.962087,1.132039,1.176681,143.470774,0.999783,0.450000,0
2022-07-25,79.732626,31.093115,0.099876,0.478399,0.513124,2.680450,0.972995,0.900000,0
2017-08-14,78.961317,33.445956,0.000000,0.007702,0.007702,0.007415,0.953697,0.900000,0
2019-08-26,91.450799,27.989748,0.000000,0.000000,0.000000,3.448937,0.953463,0.100000,0
2016-07-04,94.333690,28.786980,4.306620,5.320393,7.507768,74.487212,0.928409,0.100000,0
2020-07-20,79.141475,33.729382,0.000000,0.000000,0.000000,0.641307,0.968923,0.900000,0
2017-08-21,93.322175,28.148854,0.000000,0.000000,0.000000,0.379323,0.931922,0.100000,0
2016-07-11,79.050937,33.592891,0.000000,0.000000,0.000000,0.003080,0.971010,0.900000,0
2021-06-21,79.088506,30.433104,0.000000,0.137171,36.076156,85.989793,0.965026,0.100000,0
2019-06-17,76.826147,32.288289,0.000000,0.000000,2.372477,4.930196,0.965376,0.650000,0
2015-07-20,78.539867,32.513598,1.566593,25.863376,35.676849,65.705927,0.971788,0.900000,0
2019-08-19,95.328805,28.268337,29.450944,38.639565,38.639565,34.054030,0.929917,0.100000,0
2015-08-24,77.203818,34.417360,0.000000,0.000000,0.000000,0.000000,0.998197,0.900000,0
2022-07-18,78.621299,33.069813,0.000000,0.000000,0.197490,1.096131,0.966535,0.900000,0
2019-07-08,93.594369,28.050939,3.995302,11.762519,13.258325,66.793836,0.970299,0.100000,0
2015-04-28,79.549544,30.545575,2.941978,3.910390,4.306336,13.837757,0.928801,0.650000,1
2020-07-20,92.047708,27.336095,2.427372,2.558709,2.558709,23.686819,0.973505,0.100000,0
2015-07-20,76.270589,33.207831,1.917063,1.917063,2.619695,14.074432,0.927653,0.650000,0
2021-06-21,76.724163,35.200950,0.000000,0.000000,0.000000,0.000000,0.987102,0.900000,0
2018-07-09,79.614217,32.201001,0.000000,0.000000,0.000000,0.904485,0.952820,0.900000,0
2018-07-30,79.101668,32.359078,0.000000,0.000000,0.000000,0.063413,0.983152,0.900000,0
2020-09-07,78.203598,32.500804,0.000000,0.000000,0.000000,0.000000,0.996755,0.900000,0
2020-08-03,96.606938,28.904458,0.022700,1.337036,3.564484,11.648329,0.932062,0.100000,0
2017-07-17,92.792002,29.050059,0.194659,5.959820,6.543215,6.614591,0.954052,0.650000,0
2021-09-06,77.253286,32.652139,0.000000,0.000000,0.000000,2.480441,0.942069,0.900000,0
2016-08-06,82.891571,28.239543,42.991065,44.006594,45.377852,63.799688,0.985751,0.100000,1
2021-09-06,79.140840,34.731413,0.000000,0.000000,0.000000,0.000000,0.987691,0.900000,0
2015-08-10,95.454935,28.157853,0.000000,0.000000,0.000000,12.736383,0.959925,0.100000,0
2015-06-08,91.366064,27.706596,0.535955,0.535955,1.625209,10.362899,0.983996,0.100000,0
2018-08-20,92.840523,27.427505,0.000000,0.000000,0.000000,2.787140,0.981908,0.100000,0
2016-09-05,92.611865,29.096026,0.312947,1.167501,13.644775,25.431053,0.978430,0.650000,0
2021-09-13,76.798537,31.860534,0.798865,0.892847,13.459837,32.146193,0.978852,0.100000,0
2020-07-06,94.381320,27.118179,1.283333,1.302975,8.917260,112.378363,0.999864,0.450000,0
2015-06-08,76.871510,32.952368,0.000000,0.026781,0.072320,0.060590,0.965490,0.900000,0
2020-08-17,94.700890,27.122394,14.811721,15.578635,34.295488,85.684549,0.999681,0.450000,0
2018-07-02,95.163859,26.838368,0.223651,0.427345,4.586175,23.329887,0.971707,0.100000,0
2019-07-15,93.525599,28.471527,0.000000,0.000000,1.043653,39.389413,0.908257,0.100000,0
2018-07-30,77.003527,32.325093,0.633735,0.633735,0.633735,6.671900,0.985116,0.900000,0
2018-07-09,79.872877,34.094976,0.000000,0.000000,0.000000,0.000000,0.988590,0.900000,0
2019-09-16,76.468334,34.239228,0.000000,0.000000,0.000000,0.000000,0.979450,0.900000,0
2016-08-22,79.766829,31.494594,0.000000,0.000000,0.000000,4.417825,0.994506,0.900000,0
2015-08-17,89.201899,28.147388,0.375369,0.375369,10.325091,9.588456,0.979494,0.650000,0
2022-08-01,75.653651,33.377659,0.532039,1.581680,4.839104,9.356074,0.963821,0.100000,0
2022-07-11,94.812839,26.603918,0.357046,8.416554,8.935801,62.150672,0.985984,0.100000,0
2016-07-25,79.040355,29.431774,1.968759,2.039110,2.186304,95.522027,0.989855,0.100000,0
2019-08-05,77.508739,34.453903,0.000000,0.000000,0.000000,0.457470,0.959656,0.900000,0
2021-06-07,78.730712,32.312950,0.000000,0.000000,0.000000,0.000000,0.980295,0.900000,0
2016-06-13,76.867322,31.672723,0.000000,0.000000,0.000000,0.694892,0.992305,0.100000,0
2022-06-27,77.439842,32.873954,0.000000,0.000000,0.000000,0.713417,0.996391,0.900000,0
2019-06-03,93.276609,27.173763,0.000000,0.000000,0.000000,9.980203,0.977875,0.100000,0
2017-09-11,96.151103,27.345701,1.469147,1.469147,14.721420,54.204028,0.977463,0.100000,0
2015-09-28,88.673874,27.358839,0.000000,0.000000,0.000000,0.585640,0.901465,0.100000,0
2015-08-31,77.083934,31.793744,0.000000,0.000000,0.000000,0.000000,0.967983,0.100000,0
2016-06-20,78.766447,35.166284,0.000000,0.000000,0.000000,0.000000,0.988695,0.900000,0
2015-07-12,75.284862,33.233889,0.000000,0.406085,0.434153,2.927065,0.942021,0.100000,1
2021-08-09,79.325171,32.017676,0.000000,0.000000,0.000000,0.000000,0.983557,0.900000,0
2017-09-18,78.168439,32.269264,0.000000,0.000000,0.491899,3.365153,0.965554,0.900000,0
2019-08-05,93.471222,28.736750,12.459096,13.671493,27.138350,40.746174,0.964827,0.650000,0
2015-08-03,77.104045,30.792667,0.225226,0.408553,1.559441,16.529296,0.967956,0.100000,0
2017-09-04,95.177633,26.684423,0.332628,2.189167,5.952570,30.667534,0.980396,0.100000,0
2016-06-13,78.434560,32.959645,0.000000,0.000000,0.000000,0.000000,0.975313,0.900000,0
2019-09-16,76.595076,35.700463,0.000000,0.000000,0.000000,0.000000,0.934261,0.100000,0
2022-07-04,96.960191,26.628176,61.098903,73.280469,100.496651,114.211559,0.985799,0.100000,0
2021-07-05,93.583402,27.728217,0.000000,0.000000,0.000000,1.264305,0.958533,0.100000,0
2016-07-18,91.016211,26.644717,0.261735,0.261735,17.128802,45.742156,0.999283,0.450000,0
2020-06-22,96.346196,28.187523,1.278969,1.341891,6.623533,26.257395,0.962946,0.100000,0
2018-09-10,76.337198,31.686858,0.000000,1.141934,8.112566,29.443434,0.997356,0.100000,0
2018-07-30,92.792589,28.053384,0.000000,0.000000,1.395799,5.572352,0.937931,0.100000,0
2016-06-13,77.119177,33.199039,0.000000,0.000000,0.000000,0.013819,0.985455,0.900000,0
2016-09-05,96.226684,27.981032,15.774978,15.774978,17.931305,88.348258,0.938285,0.100000,0
2018-09-10,92.542931,26.752159,6.404051,6.636842,6.636842,16.884450,0.999125,0.450000,0
2020-08-03,91.169530,26.726579,1.013416,1.013416,1.013416,12.020734,0.984315,0.450000,0
2015-08-13,77.020924,31.754109,0.000000,0.000000,0.000000,12.948224,0.952739,0.100000,1
2017-07-03,84.571777,27.811220,0.000000,0.000000,0.000000,0.000000,0.955538,0.900000,1
2018-06-18,97.120383,27.650912,0.000000,0.000000,0.000000,0.989292,0.967890,0.100000,0
2015-09-07,79.618882,35.647055,0.000000,0.000000,0.000000,0.000000,0.969243,0.900000,0
2015-09-14,79.779036,30.056097,0.000000,0.000000,0.000000,0.460167,0.971999,0.100000,0
2015-07-27,76.303151,32.688631,0.599313,0.617784,1.438367,18.969532,0.944745,0.100000,0
2015-08-10,91.859258,29.251539,0.000000,0.000000,0.000000,0.134234,0.981919,0.650000,0
2018-07-30,96.544108,27.921507,5.925798,13.733835,22.548379,42.061891,0.955322,0.100000,0
2020-06-08,75.762359,31.839589,0.000000,0.000000,0.000000,19.738761,0.988156,0.450000,0
2016-07-11,76.688925,35.980872,0.000000,0.000000,0.000000,0.361281,0.970036,0.900000,0
2016-06-27,88.831433,27.023873,0.747055,0.747055,1.190359,37.883724,0.954065,0.100000,0
2021-09-06,96.191257,27.145268,0.000000,0.000000,1.844549,9.173381,0.987716,0.100000,0
2022-06-27,88.311428,26.605718,54.678760,57.481222,62.901062,91.321998,0.998482,0.100000,0
2018-08-06,79.387586,35.781120,0.000000,0.000000,0.000000,0.000000,0.988335,0.900000,0
2018-07-09,78.788351,35.938236,0.000000,0.000000,0.000000,0.000000,0.967985,0.900000,0
2015-07-06,76.396767,34.023936,0.078818,0.078818,0.078818,0.063054,0.975039,0.900000,0
2015-07-20,88.836801,27.304133,0.168737,3.794701,16.403057,65.161836,0.935734,0.100000,0
2016-07-18,79.842217,33.474226,0.000000,0.361621,1.247820,7.479915,0.979838,0.200000,0
2018-09-24,79.435113,33.962084,0.000000,0.000000,0.029662,1.727307,0.977553,0.100000,0
2017-06-05,76.631163,30.215429,0.000000,0.000000,0.000000,0.066268,0.999634,0.450000,0
2017-07-24,76.414924,31.547426,4.135246,6.138481,7.372454,18.991418,0.992444,0.100000,0
2021-06-28,97.488812,28.188878,1.678863,3.984574,6.179881,20.963837,0.954680,0.100000,0
2021-08-16,77.046049,33.050547,0.000000,0.000000,1.434094,1.727278,0.997860,0.900000,0
2020-06-22,79.315202,34.614006,0.000000,0.000000,0.000000,0.000000,0.991926,0.900000,0
2017-08-28,79.450406,29.574955,20.166576,25.042744,28.960224,80.402866,0.991445,0.100000,0
2021-07-05,91.461337,28.149424,0.665117,0.665117,0.665117,2.647862,0.975911,0.900000,0
2017-06-19,93.570488,27.061240,0.426944,1.089724,1.089724,48.933337,0.951306,0.100000,1
2021-06-07,79.025529,32.536670,0.000000,0.000000,0.000000,0.254687,0.972637,0.900000,0
2018-07-09,78.348047,31.634184,0.000000,0.000000,0.000000,3.606259,0.933647,0.650000,0
2019-07-08,78.217651,30.378760,10.852659,11.742939,15.437687,45.944795,0.950580,0.100000,0
2017-07-03,91.848678,27.963164,0.000000,1.269021,1.874642,13.561921,0.973165,0.100000,0
2015-01-29,77.249685,28.574436,0.000000,0.308238,0.526009,1.900404,0.999208,0.450000,1
2019-08-12,88.926255,26.595253,0.000000,0.000000,0.314863,44.454238,0.999318,0.450000,0
2016-09-18,83.572141,28.254502,42.991065,44.006594,45.377852,63.799688,0.985751,0.100000,1
2016-09-19,96.223686,28.379337,0.003222,4.646713,7.084797,25.131827,0.945228,0.100000,0
2019-09-30,95.280353,28.046463,0.108005,0.149583,0.197189,5.755193,0.965263,0.100000,0
2018-07-30,94.035863,26.845484,12.644531,13.824262,46.364682,105.905580,0.999802,0.450000,0
2021-08-30,88.539321,27.627524,0.000000,0.000000,1.110614,11.742575,0.922864,0.550000,0
2017-09-11,95.618320,28.363287,0.000000,0.000000,0.000000,47.675743,0.952147,0.100000,0
2018-06-18,91.442373,29.177259,0.000000,0.087552,0.087552,3.766172,0.958568,0.650000,0
2015-06-29,81.680458,29.470139,0.000000,0.000000,0.213650,4.047432,0.987299,0.100000,1
2019-06-03,76.486359,30.148646,0.000000,0.066512,0.108551,0.113114,0.999695,0.450000,0
2018-06-04,93.064272,26.955273,0.414328,0.414328,0.414328,7.333381,0.981822,0.100000,0
2017-09-25,76.033264,35.047332,0.000000,0.000000,0.000000,0.000000,0.961343,0.900000,0
2015-09-14,78.966811,33.068823,0.000000,0.000000,0.000000,0.000000,0.930143,0.900000,0
2015-06-22,97.026397,27.454428,5.535928,5.535928,19.513495,29.104474,0.942312,0.100000,0
2018-06-18,76.567914,32.618352,0.000000,0.585781,1.215993,1.357244,0.948888,0.900000,0
2022-06-27,93.675625,27.930254,2.194016,4.370250,5.868378,133.560104,0.989605,0.100000,0
2018-08-20,79.900078,35.563092,0.000000,0.000000,0.000000,3.041126,0.975531,0.900000,0
2016-07-18,76.127706,31.610149,0.000000,0.007610,16.369393,31.423138,0.996984,0.100000,0
2015-08-18,94.741344,28.186939,0.000000,0.000000,0.000000,21.078433,0.988584,0.100000,1
2021-09-13,78.943748,30.228469,0.000000,7.621276,9.242712,31.374531,0.950725,0.100000,0
2017-02-23,75.738868,33.382582,0.000000,0.473554,0.589293,2.670738,0.942518,0.100000,1
2021-08-23,92.297691,28.977541,0.000000,0.000000,0.372024,12.505294,0.981036,0.650000,0
2016-09-26,77.535467,33.958730,0.000000,0.000000,0.000000,0.000000,0.925949,0.900000,0
2019-07-29,95.833729,27.265436,39.694745,41.458762,41.725073,106.714656,0.982948,0.100000,0
2021-07-26,79.358663,30.336371,44.890801,50.174450,50.337994,47.984219,0.944294,0.100000,0
2015-09-07,91.323012,27.436489,0.000000,0.045272,0.045272,0.862165,0.966108,0.100000,0
2017-09-11,78.358069,30.852575,0.000000,0.000000,5.516095,9.266894,0.949318,0.100000,0
2016-06-30,80.296174,29.804268,0.000000,0.000000,0.000000,0.000000,0.987781,0.100000,1
2019-06-17,88.718897,27.425755,1.132527,1.146558,1.417390,19.608777,0.920283,0.100000,0
